data/events_processed\20250411_180641.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'O log apresenta atividades que indicam a criação de processos, especialmente o envolvimento de executáveis potencialmente maliciosos (como .exe em diretórios temporários), além de múltiplas tentativas de acesso e modificação do registro, o que pode ser característico de comportamentos maliciosos. A presença de ferramentas comuns de ataque, como csc.exe e o uso de PowerShell, junto com a criação de arquivos executáveis em locais temporários, sugere um cenário digno de investigação.'}"
data/events_processed\20250411_180654.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'As entradas de log indicam a execução de scripts PowerShell relacionados ao registro de teclas, que são frequentemente associados a malware ou atividades maliciosas. Além disso, a criação e exclusão de arquivos temporários relacionados a esses scripts são considerados comportamentos suspeitos que justificam uma análise mais profunda.'}"
data/events_processed\20250411_180711.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'Os logs contêm várias entradas anotadas relacionadas ao processo 'powershell.exe' que indicam práticas potencialmente maliciosas, como a criação e exclusão de arquivos de script, manipulação de valores de registro, e a presença de comandos para enviar dados para um servidor externo, sugerindo a possibilidade de um ataque. A atividade do 'cmd.exe' e 'sc.exe' para parar e deletar serviços também é relevante para a análise de comportamentos malicious, indicando tentativas de evasão ou contenção de segurança.'}"
data/events_processed\20250411_180823.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'Há múltiplas tentativas de criar tarefas agendadas que executam o comando calc.exe, o que indica possível comportamento malicioso ou uso não autorizado. Além disso, a criação e manipulação de arquivos de configuração, como .yml, sugere um potencial compromisso no sistema.'}"
data/events_processed\20250411_180856.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'Existem múltiplas instâncias de criação e acesso de processos, especialmente com o uso de cmd.exe, que pode indicar atividade maliciosa, como criação de novos processos sem autorização explícita, além de registros de atividades de serviços do sistema como logons e mudanças no registro, sugerindo possíveis alterações maliciosas.'}"
data/events_processed\20250411_180927.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'A adição de novos usuários e grupos administrativos por meio de comandos executados no cmd.exe e net.exe é um comportamento que pode indicar atividade maliciosa ou uma violação de segurança, especialmente quando envolve senhas temporárias e novos administradores.'}"
data/events_processed\20250411_180952.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'Existem várias instâncias de criação de usuários e grupos de administradores por processos como cmd.exe e net.exe, o que sugere uma potencial atividade maliciosa ou tentativa de escalonamento de privilégio. Esses eventos devem ser investigados mais a fundo para determinar a intenção e a legitimidade.'}"
data/events_processed\20250411_181019.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'O log contém múltiplos eventos de criação de processos e alterações de registro associadas a scripts potencialmente maliciosos e atividades relacionadas a serviços, o que pode indicar tentativas de persisting em um ambiente comprometido. Em especial, a criação de serviços com comandos para scripts que não existem é especialmente intrigante e digno de investigação.'}"
data/events_processed\20250411_181050.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'A presença de vários comandos do certutil.exe, que é frequentemente usado por atacantes para codificar e decodificar arquivos, juntamente com a criação de arquivos temporários e mudanças no registro, indica uma atividade potencialmente maliciosa que merece investigação adicional. Além disso, o uso repetido do Chrome para atividades de rede e registros também é notável, considerando suas implicações em potenciais exfiltrações de dados.'}"
data/events_processed\20250411_181122.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'O uso repetido de comandos do PowerShell para buscar senhas em arquivos, juntamente com a criação e exclusão de arquivos em diretórios temporários, é indicativo de atividade maliciosa, potencialmente relacionada a práticas de hacker, como o exfiltração de dados sensíveis.'}"
data/events_processed\20250411_181227.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'Os logs indicam a criação repetida de tarefas agendadas pelo PowerShell que executam o aplicativo calc.exe com permissões elevadas. A repetição dessa atividade sugere um comportamento potencialmente malicioso, especialmente ao registrar tarefas que são executadas em logon em máquinas dentro do grupo de administradores. Além disso, a criação de arquivos temporários e a interação com o Windows Defender levantam suspeitas sobre as intenções do usuário. A execução de comandos remotos também é uma preocupação significativa em um contexto de cibersegurança.'}"
data/events_processed\20250411_181243.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'O log apresenta múltiplas instâncias do PowerShell executando comandos de gerenciamento de usuários e grupos, criação e exclusão de arquivos, além de manipulação de registros. Esses comportamentos são típicos de exploração ou movimentação lateral em um ambiente comprometido, tornando-os relevantes para a análise de segurança.'}"
data/events_processed\20250411_181301.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'Detectamos a criação de arquivos por processos e múltiplas atividades de alteração de valores no registro, especialmente envolvendo processos como 'winlogbeat.exe' e 'powershell.exe', que podem indicar mudanças na configuração do sistema ou potencial atividade maliciosa.'}"
data/events_processed\20250411_181320.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'Existem várias instâncias do PowerShell criando, acessando e excluindo arquivos, além de realizar modificações no registro. O uso do PowerShell para executar scripts complexos e interagir com o sistema é muitas vezes um indicador de atividades não autorizadas ou maliciosas, especialmente em um ambiente onde é usualmente monitorado. As atividades relatadas são dignas de investigação mais aprofundada.'}"
data/events_processed\20250411_181351.jsonl,"{CLASSIFICAÇÃO:'INTERESSANTE', JUSTIFICATIVA:'Existem múltiplas instâncias de comandos executados pelo PowerShell que envolvem a captura de imagens da tela, o que pode indicar uma atividade maliciosa como keylogging ou espionagem. Além disso, também foi detectada a criação e exclusão de arquivos no diretório temporário, o que pode ser um comportamento típico de malware que utiliza scripts do PowerShell.'}"
